Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"RPE65","Retinoid Isomerohydrolase RPE65","Protein Coding","Q16518","58","GC01M068428","1.08386337757111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPE65"
"SOD2-OT1","SOD2 Overlapping Transcript 1","RNA Gene","","21","GC06M159772","1.08386337757111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2-OT1"
"OCA2","OCA2 Melanosomal Transmembrane Protein","Protein Coding","Q04671","56","GC15M027765","1.04756426811218","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCA2"
"MTHFR","Methylenetetrahydrofolate Reductase","Protein Coding","P42898","61","GC01M011785","0.998813331127167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR"
"VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","P15692","61","GC06P043770","0.998813331127167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA"
"MC1R","Melanocortin 1 Receptor","Protein Coding","Q01726","60","GC16P089912","0.998813331127167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC1R"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","P31749","66","GC14M104769","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"IL6","Interleukin 6","Protein Coding","P05231","64","GC07P022725","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6"
"LDLR","Low Density Lipoprotein Receptor","Protein Coding","P01130","64","GC19P122311","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR"
"ABCG2","ATP Binding Cassette Subfamily G Member 2 (JR Blood Group)","Protein Coding","Q9UNQ0","63","GC04M088090","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG2"
"PCSK9","Proprotein Convertase Subtilisin/Kexin Type 9","Protein Coding","Q8NBP7","63","GC01P055039","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK9"
"HSPA8","Heat Shock Protein Family A (Hsp70) Member 8","Protein Coding","P11142","62","GC11M123057","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA8"
"PRKAA2","Protein Kinase AMP-Activated Catalytic Subunit Alpha 2","Protein Coding","P54646","62","GC01P056645","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA2"
"TPM1","Tropomyosin 1","Protein Coding","P09493","61","GC15P174366","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM1"
"OXTR","Oxytocin Receptor","Protein Coding","P30559","60","GC03M008767","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXTR"
"KCNE1","Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 1","Protein Coding","P15382","58","GC21M034446","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE1"
"PDIA3","Protein Disulfide Isomerase Family A Member 3","Protein Coding","P30101","57","GC15P043746","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA3"
"EPO","Erythropoietin","Protein Coding","P01588","55","GC07P100720","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"PROX1","Prospero Homeobox 1","Protein Coding","Q92786","55","GC01P213983","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROX1"
"DUSP19","Dual Specificity Phosphatase 19","Protein Coding","Q8WTR2","49","GC02P183078","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP19"
"ERVW-1","Endogenous Retrovirus Group W Member 1, Envelope","Protein Coding","Q9UQF0","47","GC07M092468","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVW-1"
"GSDMA","Gasdermin A","Protein Coding","Q96QA5","46","GC17P122967","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMA"
"ZPBP2","Zona Pellucida Binding Protein 2","Protein Coding","Q6X784","41","GC17P122963","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZPBP2"
"LINC01587","Long Intergenic Non-Protein Coding RNA 1587","RNA Gene","Q99440","28","GC04P005524","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01587"
"SCARNA5","Small Cajal Body-Specific RNA 5","RNA Gene","","28","GC02P233275","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA5"
"SNORA73B","Small Nucleolar RNA, H/ACA Box 73B","RNA Gene","","27","GC01P028508","0.953032970428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA73B"
"ACE","Angiotensin I Converting Enzyme","Protein Coding","P12821","64","GC17P063477","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE"
"HSP90AA1","Heat Shock Protein 90 Alpha Family Class A Member 1","Protein Coding","P07900","64","GC14M102080","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA1"
"RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","Q92878","63","GC05P132556","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50"
"GNAS","GNAS Complex Locus","Protein Coding","P84996","62","GC20P058839","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"SGK1","Serum/Glucocorticoid Regulated Kinase 1","Protein Coding","O00141","62","GC06M134169","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK1"
"KCNJ2","Potassium Inwardly Rectifying Channel Subfamily J Member 2","Protein Coding","P63252","61","GC17P070168","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ2"
"GABRG2","Gamma-Aminobutyric Acid Type A Receptor Subunit Gamma2","Protein Coding","P18507","60","GC05P162000","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRG2"
"KCNQ2","Potassium Voltage-Gated Channel Subfamily Q Member 2","Protein Coding","O43526","60","GC20M063400","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ2"
"AVPR2","Arginine Vasopressin Receptor 2","Protein Coding","P30518","59","GC0XP153902","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVPR2"
"EZR","Ezrin","Protein Coding","P15311","59","GC06M158765","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZR"
"KCNJ10","Potassium Inwardly Rectifying Channel Subfamily J Member 10","Protein Coding","P78508","59","GC01M159998","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ10"
"KCNJ5","Potassium Inwardly Rectifying Channel Subfamily J Member 5","Protein Coding","P48544","59","GC11P128891","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ5"
"KCNJ6","Potassium Inwardly Rectifying Channel Subfamily J Member 6","Protein Coding","P48051","59","GC21M037607","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ6"
"PROM1","Prominin 1","Protein Coding","O43490","59","GC04M015965","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROM1"
"TRAF3","TNF Receptor Associated Factor 3","Protein Coding","Q13114","59","GC14P116951","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3"
"ADRA1B","Adrenoceptor Alpha 1B","Protein Coding","P35368","58","GC05P159867","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1B"
"CRAT","Carnitine O-Acetyltransferase","Protein Coding","P43155","58","GC09M129094","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRAT"
"ETFA","Electron Transfer Flavoprotein Subunit Alpha","Protein Coding","P13804","58","GC15M151951","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFA"
"KCNJ3","Potassium Inwardly Rectifying Channel Subfamily J Member 3","Protein Coding","P48549","58","GC02P154698","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ3"
"PNPLA2","Patatin Like Phospholipase Domain Containing 2","Protein Coding","Q96AD5","58","GC11P012273","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA2"
"ROBO1","Roundabout Guidance Receptor 1","Protein Coding","Q9Y6N7","58","GC03M078597","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO1"
"TNIK","TRAF2 And NCK Interacting Kinase","Protein Coding","Q9UKE5","58","GC03M171090","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNIK"
"DNAJB1","DnaJ Heat Shock Protein Family (Hsp40) Member B1","Protein Coding","P25685","57","GC19M014514","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1"
"ETFB","Electron Transfer Flavoprotein Subunit Beta","Protein Coding","P38117","57","GC19M051345","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFB"
"IL13","Interleukin 13","Protein Coding","P35225","57","GC05P132656","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13"
"ELN","Elastin","Protein Coding","P15502","56","GC07P074027","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN"
"GPC1","Glypican 1","Protein Coding","P35052","56","GC02P240435","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC1"
"KCNJ8","Potassium Inwardly Rectifying Channel Subfamily J Member 8","Protein Coding","Q15842","56","GC12M021764","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ8"
"KCNJ4","Potassium Inwardly Rectifying Channel Subfamily J Member 4","Protein Coding","P48050","55","GC22M038426","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ4"
"NGLY1","N-Glycanase 1","Protein Coding","Q96IV0","55","GC03M025718","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGLY1"
"POU3F2","POU Class 3 Homeobox 2","Protein Coding","P20265","55","GC06P098834","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU3F2"
"ROBO2","Roundabout Guidance Receptor 2","Protein Coding","Q9HCK4","55","GC03P075925","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO2"
"UMOD","Uromodulin","Protein Coding","P07911","55","GC16M026264","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UMOD"
"KCNJ12","Potassium Inwardly Rectifying Channel Subfamily J Member 12","Protein Coding","Q14500","54","GC17P122390","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ12"
"KCNJ13","Potassium Inwardly Rectifying Channel Subfamily J Member 13","Protein Coding","O60928","54","GC02M232765","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ13"
"OS9","OS9 Endoplasmic Reticulum Lectin","Protein Coding","Q13438","54","GC12P057693","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OS9"
"TRAF1","TNF Receptor Associated Factor 1","Protein Coding","Q13077","54","GC09M120902","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF1"
"CLCNKA","Chloride Voltage-Gated Channel Ka","Protein Coding","P51800","53","GC01P016018","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCNKA"
"KIF3A","Kinesin Family Member 3A","Protein Coding","Q9Y496","53","GC05M132689","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF3A"
"NAGS","N-Acetylglutamate Synthase","Protein Coding","Q8N159","53","GC17P044004","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGS"
"PVALB","Parvalbumin","Protein Coding","P20472","53","GC22M036800","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVALB"
"KCNJ15","Potassium Inwardly Rectifying Channel Subfamily J Member 15","Protein Coding","Q99712","52","GC21P038157","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ15"
"RECK","Reversion Inducing Cysteine Rich Protein With Kazal Motifs","Protein Coding","O95980","52","GC09P036036","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECK"
"ATP1A4","ATPase Na+/K+ Transporting Subunit Alpha 4","Protein Coding","Q13733","51","GC01P160151","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A4"
"CDH16","Cadherin 16","Protein Coding","O75309","51","GC16M066908","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH16"
"KCNJ16","Potassium Inwardly Rectifying Channel Subfamily J Member 16","Protein Coding","Q9NPI9","51","GC17P070053","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ16"
"NDUFAF5","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 5","Protein Coding","Q5TEU4","49","GC20P014020","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF5"
"WNK2","WNK Lysine Deficient Protein Kinase 2","Protein Coding","Q9Y3S1","49","GC09P093184","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK2"
"KCNJ9","Potassium Inwardly Rectifying Channel Subfamily J Member 9","Protein Coding","Q92806","47","GC01P167533","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ9"
"KCNJ14","Potassium Inwardly Rectifying Channel Subfamily J Member 14","Protein Coding","Q9UNX9","45","GC19P048455","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ14"
"SEPTIN8","Septin 8","Protein Coding","Q92599","45","GC05M132751","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN8"
"TMCO6","Transmembrane And Coiled-Coil Domains 6","Protein Coding","Q96DC7","40","GC05P155315","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMCO6"
"C16orf95","Chromosome 16 Open Reading Frame 95","Protein Coding","Q9H693","33","GC16M087119","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C16orf95"
"MT-TI","Mitochondrially Encoded TRNA-Ile (AUU/C)","RNA Gene","","22","GCMTP004265","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TI"
"CTXN2-AS1","CTXN2 Antisense RNA 1","RNA Gene","","17","GC15M048184","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTXN2-AS1"
"MIR3182","MicroRNA 3182","RNA Gene","","14","GC16P083508","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3182"
"LOC130065433","ATAC-STARR-Seq Lymphoblastoid Active Region 17552","Functional Element","","8","GC20P014024","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130065433"
"LOC106501712","CLCNKA Recombination Region","Functional Element","","6","GC01P016023","0.901109218597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106501712"
"APEX1","Apurinic/Apyrimidinic Endodeoxyribonuclease 1","Protein Coding","P27695","58","GC14P020455","0.893365800380707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX1"
"GPX4","Glutathione Peroxidase 4","Protein Coding","P36969","60","GC19P001103","0.835667192935944","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX4"
"IGF2BP2","Insulin Like Growth Factor 2 MRNA Binding Protein 2","Protein Coding","Q9Y6M1","58","GC03M185643","0.835667192935944","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP2"
"NFE2L2","NFE2 Like BZIP Transcription Factor 2","Protein Coding","Q16236","64","GC02M177227","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2"
"IFNG","Interferon Gamma","Protein Coding","P01579","63","GC12M068154","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNG"
"FOLR1","Folate Receptor Alpha","Protein Coding","P15328","62","GC11P095015","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLR1"
"VDR","Vitamin D Receptor","Protein Coding","P11473","62","GC12M047841","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"TYRP1","Tyrosinase Related Protein 1","Protein Coding","P17643","59","GC09P012683","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYRP1"
"IRF4","Interferon Regulatory Factor 4","Protein Coding","Q15306","58","GC06P000391","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF4"
"P4HA2","Prolyl 4-Hydroxylase Subunit Alpha 2","Protein Coding","O15460","58","GC05M132193","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA2"
"TCN2","Transcobalamin 2","Protein Coding","P20062","55","GC22P075793","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN2"
"ASIP","Agouti Signaling Protein","Protein Coding","P42127","50","GC20P042289","0.773677468299866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIP"
"TP53","Tumor Protein P53","Protein Coding","P04637","66","GC17M007661","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","64","GC21M043053","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"NR3C1","Nuclear Receptor Subfamily 3 Group C Member 1","Protein Coding","P04150","62","GC05M143277","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C1"
"SIRT1","Sirtuin 1","Protein Coding","Q96EB6","62","GC10P067884","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"MITF","Melanocyte Inducing Transcription Factor","Protein Coding","O75030","61","GC03P069740","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MITF"
"VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","P40337","60","GC03P022792","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL"
"FTO","FTO Alpha-Ketoglutarate Dependent Dioxygenase","Protein Coding","Q9C0B1","59","GC16P097259","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTO"
"CDKN2B","Cyclin Dependent Kinase Inhibitor 2B","Protein Coding","P42772","58","GC09M022002","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B"
"AHCYL1","Adenosylhomocysteinase Like 1","Protein Coding","O43865","54","GC01P109984","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCYL1"
"GPX3","Glutathione Peroxidase 3","Protein Coding","P22352","53","GC05P153815","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX3"
"HHEX","Hematopoietically Expressed Homeobox","Protein Coding","Q03014","53","GC10P092689","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HHEX"
"CDKAL1","CDK5 Regulatory Subunit Associated Protein 1 Like 1","Protein Coding","Q5VV42","52","GC06P020534","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKAL1"
"H19","H19 Imprinted Maternally Expressed Transcript","RNA Gene","","36","GC11M001995","0.706267714500427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19"
"MDM2","MDM2 Proto-Oncogene","Protein Coding","Q00987","67","GC12P068808","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","67","GC12P112418","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","P28482","66","GC22M021759","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"HMOX1","Heme Oxygenase 1","Protein Coding","P09601","65","GC22P035380","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"ACVR1","Activin A Receptor Type 1","Protein Coding","Q04771","64","GC02M157736","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1"
"CA2","Carbonic Anhydrase 2","Protein Coding","P00918","64","GC08P085463","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2"
"EGF","Epidermal Growth Factor","Protein Coding","P01133","64","GC04P109912","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"GRIA2","Glutamate Ionotropic Receptor AMPA Type Subunit 2","Protein Coding","P42262","64","GC04P157204","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA2"
"GRIN2A","Glutamate Ionotropic Receptor NMDA Type Subunit 2A","Protein Coding","Q12879","64","GC16M009753","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2A"
"LCK","LCK Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P06239","64","GC01P032251","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCK"
"MAPK14","Mitogen-Activated Protein Kinase 14","Protein Coding","Q16539","64","GC06P144902","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK14"
"DNM2","Dynamin 2","Protein Coding","P50570","63","GC19P010718","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2"
"IL6ST","Interleukin 6 Cytokine Family Signal Transducer","Protein Coding","P40189","63","GC05M055935","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6ST"
"PTK2B","Protein Tyrosine Kinase 2 Beta","Protein Coding","Q14289","63","GC08P027311","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2B"
"CAV1","Caveolin 1","Protein Coding","Q03135","62","GC07P116524","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1"
"CHRM3","Cholinergic Receptor Muscarinic 3","Protein Coding","P20309","62","GC01P239386","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM3"
"GSN","Gelsolin","Protein Coding","P06396","62","GC09P121201","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN"
"HSPA5","Heat Shock Protein Family A (Hsp70) Member 5","Protein Coding","P11021","62","GC09M125234","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5"
"ITPR1","Inositol 1,4,5-Trisphosphate Receptor Type 1","Protein Coding","Q14643","62","GC03P004486","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR1"
"PLG","Plasminogen","Protein Coding","P00747","62","GC06P160702","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG"
"PRKAG2","Protein Kinase AMP-Activated Non-Catalytic Subunit Gamma 2","Protein Coding","Q9UGJ0","62","GC07M151556","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAG2"
"RAC1","Rac Family Small GTPase 1","Protein Coding","P63000","62","GC07P013892","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1"
"REN","Renin","Protein Coding","P00797","62","GC01M204154","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"CP","Ceruloplasmin","Protein Coding","P00450","61","GC03M149162","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"NR1H4","Nuclear Receptor Subfamily 1 Group H Member 4","Protein Coding","Q96RI1","61","GC12P100473","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H4"
"PRKCE","Protein Kinase C Epsilon","Protein Coding","Q02156","61","GC02P045651","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCE"
"RXRA","Retinoid X Receptor Alpha","Protein Coding","P19793","61","GC09P134317","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA"
"TRPV1","Transient Receptor Potential Cation Channel Subfamily V Member 1","Protein Coding","Q8NER1","61","GC17M003565","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1"
"EPHA3","EPH Receptor A3","Protein Coding","P29320","60","GC03P089077","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3"
"LIFR","LIF Receptor Subunit Alpha","Protein Coding","P42702","60","GC05M038555","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIFR"
"POLG","DNA Polymerase Gamma, Catalytic Subunit","Protein Coding","P54098","60","GC15M152330","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLG"
"TLR5","Toll Like Receptor 5","Protein Coding","O60602","60","GC01M223109","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR5"
"XDH","Xanthine Dehydrogenase","Protein Coding","P47989","60","GC02M031334","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH"
"AQP5","Aquaporin 5","Protein Coding","P55064","59","GC12P049961","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP5"
"ARHGEF1","Rho Guanine Nucleotide Exchange Factor 1","Protein Coding","Q92888","59","GC19P041883","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF1"
"CFL1","Cofilin 1","Protein Coding","P23528","59","GC11M065823","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1"
"CXCL12","C-X-C Motif Chemokine Ligand 12","Protein Coding","P48061","59","GC10M044370","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12"
"FGF23","Fibroblast Growth Factor 23","Protein Coding","Q9GZV9","59","GC12M004368","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF23"
"HSPA1A","Heat Shock Protein Family A (Hsp70) Member 1A","Protein Coding","P0DMV8","59","GC06P144781","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1A"
"PLA2G6","Phospholipase A2 Group VI","Protein Coding","O60733","59","GC22M080968","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G6"
"TRPV6","Transient Receptor Potential Cation Channel Subfamily V Member 6","Protein Coding","Q9H1D0","59","GC07M142871","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV6"
"AGXT","Alanine--Glyoxylate Aminotransferase","Protein Coding","P21549","58","GC02P240868","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGXT"
"ATP6AP2","ATPase H+ Transporting Accessory Protein 2","Protein Coding","O75787","58","GC0XP040634","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP2"
"CDH23","Cadherin Related 23","Protein Coding","Q9H251","58","GC10P071396","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH23"
"FZD5","Frizzled Class Receptor 5","Protein Coding","Q13467","58","GC02M207762","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD5"
"GRHPR","Glyoxylate And Hydroxypyruvate Reductase","Protein Coding","Q9UBQ7","58","GC09P058627","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHPR"
"HFE","Homeostatic Iron Regulator","Protein Coding","Q30201","58","GC06P026087","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HFE"
"PRKAB2","Protein Kinase AMP-Activated Non-Catalytic Subunit Beta 2","Protein Coding","O43741","58","GC01M147155","0.63718044757843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAB2"
